value
MEG_3831|Drugs|Lipopeptides|Lysocin-resistant_mutant|MENA|RequiresSNPConfirmation
115500670|BAF33901.1|AB255435.1|1|1|aatA|aatA|dispersin_export_ABC_transporter_outer_membrane_protein_AatA AB255435.1:27389-28627
115514355|ABJ02430.1|CP000468.1|1|1|ireA|ireA|TonB-dependent_siderophore_receptor_IreA CP000468.1:3346464-3344416
108743114|CAJ76690.1|AM230662.1|1|1|stxA1a|stxA1a|Shiga_toxin_Stx1a_subunit_A AM230662.1:149-1096
1134531373|APX31172.1|CP016838.1|1|1|LHR_yfdX1|LHR_yfdX1|heat_resistance_protein_YfdX1 CP016838.1:140424-141338
1106361869|SGR88168.1|FQDL01000019.1|1|1|seu|seu|staphylococcal_enterotoxin_type_U FQDL01000019.1:22174-21389
1105032436|WP_071805594.1|MPHA01000306.1|1|1|tccP|tccP|Tir-cytoskeleton_coupling_protein_TccP MPHA01000306.1:3049-1754
1106361871|SGR88215.1|FQDL01000019.1|1|1|sem|sem|staphylococcal_enterotoxin_type_M FQDL01000019.1:23810-23091
115291570|ABI93207.1|DQ914286.1|1|1|fedF|fedF|F18_fimbrial_adhesin_subunit_FedF DQ914286.1:7-909
11527908|AAG37043.1|AF297061.1|1|1|espC|espC|serine_protease_autotransporter_toxin_EspC AF297061.1:5309-9226
0|NDR16747.1|JAAFMT010000017.1|1|1|sel28|sel28|staphylococcal_enterotoxin_type_28 JAAFMT010000017.1:34443-33718
0|MBY0597968.1|JAIKLI010000168.1|1|1|entFM|entFM|enterotoxin_EntFM JAIKLI010000168.1:169310-168018
100173053|ABF69110.1|DQ523603.1|1|1|beta-4|beta-4|intimin_type_kappa DQ523603.1:125-2944
10312114|AAG16664.1|AF255768.1|1|1|perA|perA|BFP_system_transcriptional_regulator_PerA AF255768.1:372-1196
1029737810|SAO78304.1|FKWK01000010.1|1|1|sen|sen|staphylococcal_enterotoxin_type_N FKWK01000010.1:4075-3257
121308161|CAM11317.1|AM421999.1|1|1|nleA|nleA|type_III_secretion_system_effector_NleA AM421999.1:1-1320
121308157|CAM11315.1|AM421997.1|1|1|nleA|nleA|type_III_secretion_system_effector_NleA AM421997.1:1-1320
121308169|CAM11321.1|AM422003.1|1|1|nleA|nleA|type_III_secretion_system_effector_NleA AM422003.1:1-1323
12513986|AAG55323.1|AE005174.2|1|1|iha|iha|bifunctional_siderophore_receptor/adhesin_Iha AE005174.2:1108625-1106535
12407853|AAG53662.1|AF305565.1|1|1|perA|perA|BFP_system_transcriptional_regulator_PerA AF305565.1:333-1157
115500660|BAF33891.1|AB255435.1|1|1|agg4A|agg4A|aggregative_adherence_fimbria_4_major_subunit_Agg4A/HdaA AB255435.1:19220-19732
118192169|ABC67318.2|DQ344636.3|1|1|stxA2a|stxA2a|Shiga_toxin_Stx2a_subunit_A DQ344636.3:798-1757
120407514|ABM21538.1|EF165974.1|1|1|pfoA|pfoA|cholesterol-dependent_cytolysin_perfringolysin_O EF165974.1:394-1896
0|MBO4175406.1|JAGFWX010000027.1|1|1|mcr-9.2|mcr-9|phosphoethanolamine--lipid_A_transferase_MCR-9.2 JAGFWX010000027.1:224-1846
28192583|AAO19475.1|AY170851.1|1|1|stxA1d|stxA1d|Shiga_toxin_Stx1d_subunit_A AY170851.1:11-958
25992119|AAN77063.1|AF500192.1|1|1|stxA2d|stxA2d|Shiga_toxin_Stx2d_subunit_A AF500192.1:168-1127
28316269|CAD66214.1|X16664.4|1|1|vac_auto|vac_auto|vacuolating_autotransporter_toxin_Vat X16664.4:73864-69734
290422|AAA20885.1|L11241.1|1|1|astA|astA|heat-stable_enterotoxin_EAST1 L11241.1:61-177
2865297|AAC38390.1|AF022236.1|1|1|tir|tir|type_III_secretion_system_LEE_translocated_intimin_receptor_Tir AF022236.1:22529-24181
254692367|CAR48009.1|FM201463.1|1|1|nleB|nleB|type_III_secretion_system_effector_arginine_glycosyltransferase_NleB FM201463.1:50352-49363
24983435|AAN67541.1|AE015451.2|1|1|arsN1b|arsN1b|arsinothricin_resistance_N-acetyltransferase_ArsN1_family_B AE015451.2:2172428-2171868
257761019|BAI32516.1|AP010958.1|1|1|espI|espI|serine_protease_autotransporter_EspI AP010958.1:3873591-3877682
257766030|BAI37525.1|AP010960.1|1|1|espA|espA|type_III_secretion_system_LEE_translocon_filament_protein_EspA AP010960.1:3725265-3724687
257762444|BAI33940.1|AP010959.1|1|1|etpD|etpD|variant_type_II_secretion_system_secretin_EtpD AP010959.1:3621-5591
312945734|ADR26561.1|CP001855.1|1|1|iss|iss|increased_serum_survival_lipoprotein_Iss CP001855.1:1191379-1191086
3098522|AAC15683.1|AF045568.1|1|1|tir|tir|type_III_secretion_system_LEE_translocated_intimin_receptor_Tir AF045568.1:88-1704
325048870|BAJ79299.1|AB571097.1|1|1|agg5A|agg5A|aggregative_adherence_fimbria_V_major_subunit_Agg5A AB571097.1:105-620
325699397|ADZ45128.1|HM138194.1|1|1|ehxA|ehxA|enterohemolysin_EhxA HM138194.1:14787-11791
325048872|BAJ79300.1|AB571098.1|1|1|agg5A|agg5A|aggregative_adherence_fimbria_V_major_subunit_Agg5A AB571098.1:105-626
296323016|ADH05944.1|CP001903.1|1|1|inhA1|inhA1|M6_family_metalloprotease_immune_inhibitor_InhA1 CP001903.1:1264092-1266482
290432|AAA23737.1|L14318.1|1|1|f17a|f17a|F17A_fimbrial_adhesin L14318.1:314-856
297374444|CBL93506.1|FN822746.1|1|1|lngA|lngA|type_IV_pilus_longus_major_pilin FN822746.1:38131-37421
30909080|AAP37403.1|AY286000.1|1|1|stxA2g|stxA2g|Shiga_toxin_Stx2g_subunit_A AY286000.1:191-1150
29896768|AAP10046.1|AE016877.1|1|1|hblB|hblB|hemolytic_enterotoxin_HBL_binding_subunit_HblB AE016877.1:3063761-3062634
22652647|AAN03785.1|AF483828.1|1|1|cnf1|cnf1|cytotoxic_necrotizing_factor_CNF1 AF483828.1:182-3226
238549598|BAH65949.1|AP006726.1|1|1|iroN|iroN|siderophore_salmochelin_receptor_IroN AP006726.1:15840-13666
2465785|AAC45722.1|AF022140.1|1|1|f17g|f17g|F17G_fimbrial_adhesin AF022140.1:4200-5234
23630581|AAN37537.1|AY150843.2|1|1|yopJ_gen|yopJ_gen|YopJ/YopP_family_T3SS_effector_serine/threonine_acetyltransferase AY150843.2:60333-61199
49868022|AAT68784.1|AF399919.3|1|1|subB|subB|subtilase_AB5_cytotoxin_subunit_B AF399919.3:13708-13283
50956512|AAT90761.1|AY647257.1|1|1|tccC|tccC|Tc_family_toxin_RHS_repeat_subunit_TccC AY647257.1:14905-18042
510692|AAA19777.1|U11702.1|1|1|seh|seh|staphylococcal_enterotoxin_type_H U11702.1:208-933
49425171|AAT65972.1|AY633453.1|1|1|stxA2c|stxA2c|Shiga_toxin_Stx2c_subunit_A AY633453.1:1-960
63002562|AAY25390.1|DQ007019.1|1|1|tir|tir|type_III_secretion_system_LEE_translocated_intimin_receptor_Tir DQ007019.1:1-1677
6683770|AAF23359.1|AF116899.1|1|1|epsilon-1|epsilon-1|intimin_type_epsilon AF116899.1:400-3246
67043451|AAY63864.1|DQ059012.1|1|1|stxA2d|stxA2d|Shiga_toxin_Stx2d_subunit_A DQ059012.1:1-960
57434401|CAI43818.1|AJ303141.2|1|1|efa1|efa1|lymphostatin_Efa1/LifA AJ303141.2:14672-24343
57434443|CAI43860.1|AJ303141.2|1|1|espB|espB|type_III_secretion_system_LEE_translocon_pore-forming_subunit_EspB AJ303141.2:70047-69103
62085756|AAX63270.1|AY970808.1|1|1|fedF|fedF|F18_fimbrial_adhesin_subunit_FedF AY970808.1:1-903
62085734|AAX63259.1|AY970797.1|1|1|fedF|fedF|F18_fimbrial_adhesin_subunit_FedF AY970797.1:1-903
353234015|CCE21264.1|HE603111.1|1|1|agg3A|agg3A|aggregative_adherence_fimbria_3_major_subunit_Agg3A HE603111.1:55423-54923
346456815|AEO31530.1|JF838170.1|1|1|myfA|myfA|fimbrial_protein_MyfA JF838170.1:1-477
374343515|BAL47132.1|AB647560.1|1|1|epsilon-4|epsilon-4|intimin_type_epsilon AB647560.1:1-2847
383394815|AFH14350.1|CP002968.1|1|1|faeG|faeG|F4_(K88)_fimbria_major_subunit/adhesin_FaeG CP002968.1:71284-72141
374343603|BAL47176.1|AB647604.1|1|1|rho-2|rho-2|intimin_type_ypsilon AB647604.1:1-2829
3337073|BAA31832.1|AB011549.2|1|1|katP|katP|catalase/peroxidase_KatP AB011549.2:76888-79098
332312696|EGJ25791.1|CM001159.1|1|1|cadC_Lm|cadC_Lm|Cd(II)-sensing_metalloregulatory_transcriptional_repressor_CadC CM001159.1:2408487-2408843
3342215|AAC27654.1|L77965.1|1|1|cpb2|cpb2|beta-2_toxin_CPB2 L77965.1:268-1065
339764841|AEK01061.1|CP002911.1|1|1|iroN|iroN|siderophore_salmochelin_receptor_IroN CP002911.1:184933-182759
334733218|AEG95593.1|CP002824.1|1|1|iroN|iroN|siderophore_salmochelin_receptor_IroN CP002824.1:691218-689044
46981060|CAE82653.1|AJ616239.1|1|1|faeG|faeG|F4_(K88)_fimbria_major_subunit/adhesin_FaeG AJ616239.1:1-852
46981054|CAE82650.1|AJ616236.1|1|1|faeG|faeG|F4_(K88)_fimbria_major_subunit/adhesin_FaeG AJ616236.1:1-852
4704412|AAD28079.1|AF052225.1|1|1|hlyE|hlyE|hemolysin_HlyE AF052225.1:75-977
4877348|BAA77750.1|AB012101.1|1|1|stxB2b|stxB2b|Shiga_toxin_Stx2b_subunit_B AB012101.1:973-1242
47600660|CAE55782.1|AJ586888.1|1|1|iha|iha|bifunctional_siderophore_receptor/adhesin_Iha AJ586888.1:42433-40343
4038551|CAA12351.1|AJ225021.1|1|1|espA|espA|type_III_secretion_system_LEE_translocon_filament_protein_EspA AJ225021.1:1-579
3941400|AAC82360.1|AF054421.1|1|1|espB|espB|type_III_secretion_system_LEE_translocon_pore-forming_subunit_EspB AF054421.1:2313-3257
42300|CAA43569.1|X61239.1|1|1|papF|papF|P_fimbrial_tip_protein_PapF X61239.1:8132-8635
4335916|AAD17515.1|AF055312.1|1|1|f17g|f17g|F17G_fimbrial_adhesin AF055312.1:1-1032
4324356|AAD16833.1|AF102990.1|1|1|virF_Yersin|virF_Yersin|virulence_regulon_transcriptional_activator_VirF AF102990.1:32056-32871
166409297|BAG06666.1|AB330135.1|1|1|set|set|staphylococcal_enterotoxin_type_T AB330135.1:5158-4508
1657263|CAA65654.1|X96953.1|1|1|espB|espB|type_III_secretion_system_LEE_translocon_pore-forming_subunit_EspB X96953.1:1-939
168986458|BAG11995.1|AB355995.1|1|1|tccP|tccP|Tir-cytoskeleton_coupling_protein_TccP AB355995.1:1-1014
168986462|BAG11997.1|AB355997.1|1|1|tccP|tccP|Tir-cytoskeleton_coupling_protein_TccP AB355997.1:1-1437
15808046|AAL08400.1|AF063590.3|1|1|mchF|mchF|microcin_H47_export_transporter_peptidase/ATP-binding_subunit_MchF AF063590.3:9653-11749
158524054|ABW71134.1|EU143239.1|1|1|netB|netB|necrotizing_enteritis_toxin_NetB EU143239.1:15-983
16502954|CAD02120.1|AL513382.1|1|1|cdtB_Salmo|cdtB_Salmo|cytolethal_distending_toxin_S-CDT AL513382.1:1785388-1786197
159885585|BAF92845.1|AB355659.1|1|1|tir|tir|type_III_secretion_system_LEE_translocated_intimin_receptor_Tir AB355659.1:1-1707
18147070|BAB83024.1|AB048238.1|1|1|stxA2b|stxA2b|Shiga_toxin_Stx2b_subunit_A AB048238.1:1-960
18034543|AAL57565.1|AF453441.1|1|1|nleB|nleB|type_III_secretion_system_effector_arginine_glycosyltransferase_NleB AF453441.1:51501-50512
188998312|ACD67884.1|EU545552.1|1|1|cpd|cpd|beta-channel_forming_cytolysin_CPD EU545552.1:1048-2004
1753231481|KAA9473340.1|QDBI01000003.1|1|1|arsD|arsD|arsenite_efflux_transporter_metallochaperone_ArsD QDBI01000003.1:10714-10391
170521958|ACB20136.1|CP000970.1|1|1|iha|iha|bifunctional_siderophore_receptor/adhesin_Iha CP000970.1:3216262-3214175
1753231484|KAA9473343.1|QDBI01000003.1|1|1|arsR_Tn7102|arsR_Tn7102|As(III)-sensing_metalloregulatory_transcriptional_repressor_ArsR QDBI01000003.1:13222-12872
1802406017|KAF1296202.1|MAEJ01000027.1|1|1|arsB_Lm|arsB_Lm|arsenite_efflux_transporter_membrane_subunit_ArsB MAEJ01000027.1:84041-85099
1764164|AAC44731.1|U69128.1|1|1|espC|espC|serine_protease_autotransporter_toxin_EspC U69128.1:32-3952
1370087|CAA57171.1|X81415.1|1|1|stxA2e|stxA2e|Shiga_toxin_Stx2e_subunit_A X81415.1:1-960
139002548|BAF52035.1|AB271155.1|1|1|tccP2|tccP2|Tir-cytoskeleton_coupling_protein_TccP2 AB271155.1:1-1035
13701623|BAB42916.1|BA000018.3|1|1|seo|seo|staphylococcal_enterotoxin_type_O BA000018.3:1881633-1880851
12518278|AAG58695.1|AE005174.2|1|1|lpfA1|lpfA1|long_polar_fimbria_major_subunit_LpfA1 AE005174.2:4525276-4524740
13591420|AAK29747.1|AY028790.1|1|1|stb|stb|heat-stable_enterotoxin_ST-II AY028790.1:455-670
147834|AAA71894.1|L04539.1|1|1|stxB1a|stxB1a|Shiga_toxin_Stx1a_subunit_B L04539.1:4144-4413
147833|AAA71893.1|L04539.1|1|1|stxA1a|stxA1a|Shiga_toxin_Stx1a_subunit_A L04539.1:3187-4134
152024039|ABS21809.1|CP000764.1|1|1|entFM|entFM|enterotoxin_EntFM CP000764.1:1600923-1602179
1433476833|RCV70079.1|MSGQ01000028.1|1|1|lukE|lukE|bi-component_leukocidin_LukED_subunit_E MSGQ01000028.1:66976-66041
147830|AAA24632.1|M29153.1|1|1|stxA2f|stxA2f|Shiga_toxin_Stx2f_subunit_A M29153.1:254-1213
145160|AAA23405.1|M35257.1|1|1|fasA|fasA|F6_fimbrial_major_subunit_FasA M35257.1:259-843
22001087|AAM88296.1|AF411067.1|1|1|agg3C|agg3C|aggregative_adherence_fimbria_3_usher_protein_Agg3C AF411067.1:1083-3629
221361460|CAX18626.1|FM986651.1|1|1|nleB|nleB|type_III_secretion_system_effector_arginine_glycosyltransferase_NleB FM986651.1:12690-13679
221361531|CAX18721.1|FM986652.1|1|1|espA|espA|type_III_secretion_system_LEE_translocon_filament_protein_EspA FM986652.1:29777-29199
195957512|ACG59623.1|EU871626.1|1|1|tir|tir|type_III_secretion_system_LEE_translocated_intimin_receptor_Tir EU871626.1:27035-25341
195182790|BAG66370.1|AB426049.1|1|1|cif|cif|type_III_secretion_system_effector_Cif AB426049.1:8819-9667
215264243|CAS08589.1|FM180568.1|1|1|nleB2|nleB2|type_III_secretion_system_effector_arginine_glycosyltransferase_NleB2 FM180568.1:1085343-1086323
997194215|CXT91862.1|FGMI01000018.1|1|1|sel33|sel33|staphylococcal_enterotoxin_type_33 FGMI01000018.1:35991-36743
760237696|AJP10335.1|CP010905.2|1|1|tcdR|tcdR|glycosylating_toxin_sigma_factor_TcdR CP010905.2:771061-771615
758691|AAB06195.1|M28521.1|1|1|sed|sed|staphylococcal_enterotoxin_type_D M28521.1:292-1068
760237698|AJP10337.1|CP010905.2|1|1|tcdE|tcdE|holin-like_glycosylating_toxin_export_protein_TcdE CP010905.2:779155-779655
847745|AAC34727.1|U19784.1|1|1|faeG|faeG|F4_(K88)_fimbria_major_subunit/adhesin_FaeG U19784.1:36-887
81243968|ABB64677.1|CP000035.1|1|1|ipaD|ipaD|type_III_secretion_system_needle_tip_complex_protein_IpaD CP000035.1:132178-131180
73476899|AAZ76514.1|AY258503.2|1|1|espP|espP|serine_protease_autotransporter_EspP AY258503.2:139407-135505
755408432|AJJ21446.1|CP009845.1|1|1|yopM|yopM|type_III_secretion_system_effector_YopM CP009845.1:40480-39377
755408457|AJJ21471.1|CP009845.1|1|1|yopE|yopE|type_III_secretion_system_effector_GTPase_activator_YopE CP009845.1:3004-3663
755408452|AJJ21466.1|CP009845.1|1|1|yopT|yopT|T3SS_effector_cysteine_protease_YopT CP009845.1:35005-35973
91075443|ABE10324.1|CP000243.1|1|1|cnf1|cnf1|cytotoxic_necrotizing_factor_CNF1 CP000243.1:4820427-4817383
949429320|BAT41861.1|AP014856.1|1|1|alpha-8|alpha-8|intimin_type_alpha AP014856.1:4302689-4305508
871999085|CRY27194.1|CWIZ01000032.1|1|1|yadA|yadA|trimeric_autotransporter_adhesin_YadA CWIZ01000032.1:1302-2570
86753171|ABD14713.1|DQ360825.1|1|1|cesC|cesC|cereulide_export_ABC_transporter_permease_ATP-binding_protein_CesC DQ360825.1:25245-26120
91070941|ABE05822.1|CP000243.1|1|1|fdeC|fdeC|intimin-like_adhesin_FdeC CP000243.1:331183-335433
16418853|AAL19306.1|AE006468.2|1|1|mdsA|mdsA|multidrug_efflux_RND_transporter_periplasmic_adaptor_subunit_MdsA AE006468.2:398284-397058
16418852|AAL19305.1|AE006468.2|1|1|mdsB|mdsB|multidrug_efflux_RND_transporter_permease_subunit_MdsB AE006468.2:397061-393894
1790593|AAC77110.1|U00096.3|1|1|blaEC|blaEC|BlaEC_family_class_C_beta-lactamase U00096.3:4378944-4377811
16418855|AAL19308.1|AE006468.2|1|1|golS|golS|Au(I)_sensor_transcriptional_regulator_GolS AE006468.2:400861-401325
1516481566|AYW01299.1|MK070339.1|1|1|mcr-9.1|mcr-9|phosphoethanolamine--lipid_A_transferase_MCR-9.1 MK070339.1:1-1620
489191937|WP_003101289.1|NG_049865.1|1|1|blaPDC-1|blaPDC|cephalosporin-hydrolyzing_class_C_beta-lactamase_PDC-1 NG_049865.1:101-1294
119376664|ABL71428.1|CP000490.1|1|1|aac(3)-Ih|aac(3)-Ih|aminoglycoside_N-acetyltransferase_AAC(3)-Ih CP000490.1:509912-510370
1088257|AAA98291.1|M20238.1|1|1|terC|terC|tellurium_resistance_membrane_protein_TerC M20238.1:2096-3136
16418854|AAL19307.1|AE006468.2|1|1|golT|golT|gold/copper-translocating_P-type_ATPase_GolT AE006468.2:398561-400849
225185221|CAB14520.2|AL009126.3|1|1|acr3|acr3|arsenite_efflux_transporter_Acr3 AL009126.3:2656793-2655753
619133|CAA58530.1|X83541.1|1|1|pcoS|pcoS|copper_resistance_membrane_spanning_protein_PcoS X83541.1:5066-6466
57286370|AAW38464.1|CP000046.1|1|1|lmrS|lmrS|multidrug_efflux_MFS_transporter_LmrS CP000046.1:2236817-2235375
7328301|CAB82448.1|AJ276513.1|1|1|cnrY|cnrY|nickel_resistance_system_anti-sigma_factor_CnrY AJ276513.1:983-1270
7226971|AAF42063.1|AE002098.2|1|1|mtrC|mtrC|multidrug_efflux_RND_transporter_periplasmic_adaptor_subunit_MtrC AE002098.2:1796420-1795182
94315076|ABF14407.1|DQ471999.1|1|1|ncrB|ncrB|nickel-sensing_transcriptional_repressor_NcrB DQ471999.1:2724-2993
218963798|ACL13561.1|EU927287.1|1|1|copR|copR|heavy_metal_response_regulator_transcription_factor_CopR EU927287.1:560-1255
99030340|ABF61437.1|DQ517331.2|1|1|ncrY|ncrY|nickel_resistance_OB_fold_protein_NcrY DQ517331.2:3054-3476
99030338|ABF61435.1|DQ517331.2|1|1|ncrB|ncrB|nickel-sensing_transcriptional_repressor_NcrB DQ517331.2:1480-1749
1545991|AAB42203.1|U58366.1|1|1|arsC_gluta|arsC_gluta|glutaredoxin-dependent_arsenate_reductase U58366.1:2070-1645
93358983|ABF13069.1|CP000355.2|1|1|cnrA|cnrA|nickel_efflux_RND_transporter_permease_subunit_CnrA CP000355.2:57122-60352
986931|AAB59153.1|J04551.1|1|1|cadC_Sa|cadC_Sa|Cd(II)/Pb(II)/Zn(II)-sensing_metalloregulatory_transcriptional_repressor_CadC J04551.1:703-1071
150393|AAB59075.1|K03089.1|1|1|merT|merT|mercuric_transport_protein_MerT K03089.1:604-954
151182|AAA25804.1|L05176.1|1|1|copS|copS|copper_resistance_membrane_spanning_protein_CopS L05176.1:829-2292
94315075|ABF14406.1|DQ471999.1|1|1|ncrA|ncrA|Metal_Resistance DQ471999.1:1322-2620
1789666|AAC76298.1|U00096.3|1|1|acrF|acrF|multidrug_efflux_RND_transporter_permease_subunit_AcrF U00096.3:3415033-3418137
2879920|BAA24823.1|AB004659.1|1|1|arsB_pKW301|arsB_pKW301|arsenite_efflux_transporter_membrane_subunit_ArsB AB004659.1:3095-4384
7225540|AAF40764.1|AE002098.2|1|1|farB|farB|fatty_acid_resistance_MFS_efflux_transporter_permease_subunit_FarB AE002098.2:330791-332317
330847160|AEC46568.1|HM579937.1|1|1|bind_CopB|bind_CopB|copper-binding_protein_CopB HM579937.1:2926-4194
325336425|ADZ12699.1|CP002562.1|1|1|ranA|ranA|multidrug_efflux_ABC_transporter_ATP-binding_subunit_RanA CP002562.1:1618245-1617469
4115578|BAA36433.1|AB013925.1|1|1|merD|merD|mercury_resistance_co-regulator_MerD AB013925.1:1690-2055
2947087|AAC38231.1|U90263.1|1|1|merT|merT|mercuric_transport_protein_MerT U90263.1:2838-3188
773672|AAA65102.1|L31363.1|1|1|nccX|nccX|periplasmic_metal_sensor_NccX L31363.1:507-953
1129119|AAA98292.1|M20238.1|1|1|terD|terD|tellurium_resistance_membrane_protein_TerD M20238.1:3175-3753
43719|CAA77324.1|Z00027.1|1|1|merD|merD|mercury_resistance_co-regulator_MerD Z00027.1:3033-3398
4206630|AAD11749.1|AF067954.1|1|1|silA|silA|Cu(+)/Ag(+)_efflux_RND_transporter_permease_subunit_SilA AF067954.1:7117-10263
4206624|AAD11743.1|AF067954.1|1|1|silE|silE|silver-binding_protein_SilE AF067954.1:1326-895
93358947|ABF13034.1|CP000354.2|1|1|merD|merD|mercury_resistance_co-regulator_MerD CP000354.2:127521-127156
1237115|AAA93060.1|U13073.1|1|1|arsD|arsD|arsenite_efflux_transporter_metallochaperone_ArsD U13073.1:51-413
85676145|BAE77395.1|AP009048.1|1|1|fieF|fieF|CDF_family_cation-efflux_transporter_FieF AP009048.1:3530212-3529310
1088258|AAA98293.1|M20238.1|1|1|terE|terE|tellurium_resistance_cAMP_binding_protein_TerE M20238.1:3840-4415
1245467|AAC46150.1|U50597.1|1|1|yfeD|yfeD|iron/manganese_ABC_transporter_permease_subunit_YfeD U50597.1:2956-3849
1246384262|ATE69525.1|CP023446.1|1|1|acr3|acr3|arsenite_efflux_transporter_Acr3 CP023446.1:1512679-1513722
22003413|AAM88668.1|AF390440.1|1|1|cueA|cueA|copper_resistance_metal-translocating_P1-type_ATPase_CueA AF390440.1:2231-4624
1742942|CAA70196.1|Y08993.1|1|1|merT|merT|mercuric_transport_protein_MerT Y08993.1:1074-1424
22002430|BAA14138.2|D90110.3|1|1|merC|merC|organomercurial_transporter_MerC D90110.3:895-1329
193077008|ABO11759.2|CP000521.1|1|1|abaF|abaF|fosfomycin_efflux_MFS_transporter_AbaF CP000521.1:1558523-1557234
2947088|AAC38232.1|U90263.1|1|1|MerP_Gneg|MerP_Gneg|mercury_resistance_system_periplasmic_binding_protein_MerP U90263.1:3204-3479
2159995|BAA20334.1|D83080.2|1|1|merR_Ps|merR_Ps|mercury_resistance_transcriptional_regulator_MerR D83080.2:719-285
143191|AAA83977.1|AF138877.1|1|1|merA|merA|mercury(II)_reductase AF138877.1:2219-4114
152520|AAA26403.1|M62426.1|1|1|klaC|klaC|tellurium_resistance_system_protein_klaC M62426.1:2021-2974
2159998|BAA20337.1|D83080.2|1|1|merA|merA|mercury(II)_reductase D83080.2:1618-3327
15458479|AAK99679.1|AE007317.1|1|1|pmrA|pmrA|multidrug_efflux_MFS_transporter_PmrA AE007317.1:866211-867410
1545992|AAB42204.1|U58366.1|1|1|arsB_pYV|arsB_pYV|arsenite_efflux_transporter_membrane_subunit_ArsB U58366.1:3372-2083
15528434|CAC69251.1|AJ251743.1|1|1|merA|merA|mercury(II)_reductase AJ251743.1:2088-3776
155345|AAA27588.1|M80565.1|1|1|arsB_pI258|arsB_pI258|arsenite_efflux_transporter_membrane_subunit_ArsB M80565.1:664-1953
1177651775|WP_082741435.1|CP014234.1|1|1|icr-Mo|icr-Mo|phosphoethanolamine--lipid_A_transferase_ICR-Mo CP014234.1:1701630-1703306
159796256|ABX00624.1|EU124663.1|1|1|lmrC_abcf|lmrC_abcf|ABC-F_type_ribosomal_protection_protein_LmrC EU124663.1:34348-32696
16118479|AAL14441.1|AF370885.1|1|1|adeC|adeC|multidrug_efflux_RND_transporter_AdeABC_outer_membrane_channel_subunit_AdeC AF370885.1:7813-9210
1790794|AAC77293.1|U00096.3|1|1|mdtM|mdtM|multidrug_efflux_MFS_transporter_MdtM U00096.3:4568519-4567287
15528433|CAC69250.1|AJ251743.1|1|1|MerP_Gneg|MerP_Gneg|mercury_resistance_system_periplasmic_binding_protein_MerP AJ251743.1:1799-2077
151133|AAA88432.1|M29034.1|1|1|chrA|chrA|chromate_resistance_efflux_protein_ChrA M29034.1:220-1470
151189|AAA25807.1|M19930.1|1|1|bind_CopB|bind_CopB|copper-binding_protein_CopB M19930.1:2008-2994
1129095|AAA83975.1|AF138877.1|1|1|merT_RC607|merT_RC607|mercuric_transport_protein_MerT AF138877.1:1506-1802
151190|AAA25808.1|M19930.1|1|1|copC_Psyr|copC_Psyr|copper_homeostasis_periplasmic_binding_protein_CopC M19930.1:3057-3437
151188|AAA25806.1|M19930.1|1|1|multi_CopA|multi_CopA|laccase-like_oxidase_CopA M19930.1:173-2002
151858|AAA21095.1|J02591.1|1|1|arsB_R773|arsB_R773|arsenite_efflux_transporter_membrane_subunit_ArsB J02591.1:1984-3273
143192|AAA83978.1|AF138877.1|1|1|merB1|merB1|organomercurial_lyase_MerB1 AF138877.1:6181-6837
150629|AAA88369.1|M15049.1|1|1|merB|merB|organomercurial_lyase_MerB M15049.1:374-1012
619130|CAA58527.1|X83541.1|1|1|pcoC|pcoC|copper_resistance_system_metallochaperone_PcoC X83541.1:3020-3400
619131|CAA58528.1|X83541.1|1|1|pcoD|pcoD|copper_resistance_inner_membrane_protein_PcoD X83541.1:3405-4334
619135|CAA58532.1|X83541.1|1|1|pcoE|pcoE|copper_resistance_system_metallochaperone_PcoE X83541.1:6684-7118
14209682|AAK56853.1|AF375642.1|1|1|chrR_I|chrR_I|class_I_chromate_reductase_ChrR AF375642.1:1-561
13898625|AAK48830.1|AF333961.1|1|1|cadR|cadR|cadmium_resistance_transcriptional_regulator_CadR AF333961.1:455-12
1245465|AAC46148.1|U50597.1|1|1|yfeB|yfeB|iron/manganese_ABC_transporter_ATP-binding_protein_YfeB U50597.1:1185-2075
1245464|AAC46147.1|U50597.1|1|1|yfeA|yfeA|iron/manganese_ABC_transporter_substrate-binding_protein_YfeA U50597.1:220-1188
325336426|ADZ12700.1|CP002562.1|1|1|ranB|ranB|multidrug_efflux_ABC_transporter_permease_subunit_RanB CP002562.1:1619006-1618245
53854858|AAU95768.1|AY661734.1|1|1|mepA|mepA|multidrug_efflux_MATE_transporter_MepA AY661734.1:840-2195
321161172|ADW66881.1|CP002179.1|1|1|arsH|arsH|arsenic_resistance_NADPH-dependent_reductase_ArsH CP002179.1:19617-18919
310645232|ADP02162.1|HQ231764.1|1|1|merA|merA|mercury(II)_reductase HQ231764.1:1-1707
93358984|ABF13070.1|CP000355.2|1|1|cnrT|cnrT|nickel_diffusion_facilitator_CnrT CP000355.2:60398-61453
4106633|CAA21388.1|AL031866.1|1|1|ybtP|ybtP|yersiniabactin_ABC_transporter_ATP-binding/permease_protein_YbtP AL031866.1:86014-84212
43715|CAA77320.1|Z00027.1|1|1|merR_Ps|merR_Ps|mercury_resistance_transcriptional_regulator_MerR Z00027.1:548-114
22657798|AAN04250.1|AY040244.3|1|1|dpsA|dpsA|non-specific_DNA-binding_protein_DpsA AY040244.3:4422-4910
